,OTU.ID,group,taxIS
358,OTU2473,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU
359,OTU26316,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae
360,OTU28332,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces; s__Talaromyces_luteus_SH208846.07FU
361,OTU32548,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Incertae_sedis; g__Geomyces; s__Geomyces_auratus_SH183331.07FU
362,OTU364,2,k__Fungi
363,OTU33312,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified
364,OTU10939,2,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Cryptococcus; s__Cryptococcus_terricola_SH190017.07FU
365,OTU7654,2,k__Fungi
366,OTU10909,2,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Cryptococcus; s__Cryptococcus_terricola_SH190017.07FU
367,OTU7867,2,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified
368,OTU14195,2,k__Fungi
369,OTU8415,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella
370,OTU12942,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Geastrales; f__unidentified; g__unidentified; s__Geastrales_sp_SH027407.07FU
371,OTU10117,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_globulifera_SH185972.07FU
372,OTU1503,2,Unassignable
373,OTU7999,2,k__Fungi
374,OTU4003,2,Unassignable
375,OTU25330,2,k__Fungi
376,OTU25144,2,k__Fungi
377,OTU9101,2,k__Fungi
378,OTU22599,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Polycephalomyces; s__Polycephalomyces_formosus_SH184942.07FU
379,OTU23238,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__unidentified; f__unidentified; g__unidentified
380,OTU17777,2,k__Fungi; p__Basidiomycota; c__Pucciniomycetes
381,OTU27073,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__unidentified; g__unidentified; s__Onygenales_sp_SH218005.07FU
382,OTU5287,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__Glomeraceae_sp_SH023665.07FU
383,OTU27037,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes
384,OTU8613,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Auriculariales
385,OTU30806,2,k__Fungi
386,OTU1318,2,k__Fungi
387,OTU9856,2,k__Fungi
388,OTU35469,2,k__Fungi
389,OTU29586,2,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__unidentified; g__unidentified; s__Pezizales_sp_SH206963.07FU
390,OTU28145,2,k__Fungi
391,OTU8068,2,k__Fungi; p__Basidiomycota; c__Microbotryomycetes
392,OTU32038,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis
393,OTU32895,2,k__Fungi; p__Ascomycota
394,OTU9240,2,k__Fungi
395,OTU22070,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Cylindrocarpon; s__Cylindrocarpon_sp_SH174295.07FU
396,OTU27185,2,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Cryptococcus; s__Cryptococcus_podzolicus_SH181879.07FU
397,OTU24062,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Incertae_sedis; g__unidentified; s__Incertae_sedis_sp_SH219560.07FU
398,OTU34719,2,k__Fungi
399,OTU9697,2,k__Fungi
400,OTU1983,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU
401,OTU11852,2,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH466107.07FU
402,OTU2206,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU
403,OTU35327,2,k__Fungi
404,OTU5245,2,k__Fungi
405,OTU20504,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__unidentified; s__Microascaceae_sp_SH194818.07FU
406,OTU9292,2,k__Fungi
407,OTU20805,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae
408,OTU24373,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces
409,OTU5922,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__Ramicandelaber_sp_SH006496.07FU
410,OTU2862,2,k__Fungi
411,OTU30321,2,k__Fungi; p__Ascomycota
412,OTU5298,2,k__Fungi
413,OTU12524,2,k__Fungi
414,OTU11229,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Ceratobasidium; s__Ceratobasidium_sp_SH186416.07FU
415,OTU29423,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora
416,OTU4379,2,Unassignable
417,OTU18078,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Cortinariaceae; g__Cortinarius; s__Cortinarius_xanthocephalus_SH222378.07FU
418,OTU12954,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH027408.07FU
419,OTU25121,2,k__Fungi; p__Ascomycota
420,OTU12266,2,k__Fungi
421,OTU6611,2,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH024390.07FU
422,OTU33420,2,k__Fungi; p__Ascomycota
423,OTU10828,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales; f__Paraglomeraceae; g__Paraglomus; s__Paraglomus_sp_SH194684.07FU
424,OTU16710,2,k__Fungi
425,OTU16421,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae
426,OTU17004,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__unidentified; s__Hydnodontaceae_sp_SH186054.07FU
427,OTU30063,2,k__Fungi
428,OTU1861,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU
429,OTU35447,2,Unassignable
430,OTU10358,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_globulifera_SH185972.07FU
431,OTU8387,2,k__Fungi
432,OTU10381,2,k__Fungi
433,OTU10606,2,k__Fungi
434,OTU1597,2,k__Fungi
435,OTU33788,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae_sedis
436,OTU14118,2,k__Fungi
437,OTU6358,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH460290.07FU
438,OTU15814,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Acaulospora; s__Acaulospora_sp_SH201901.07FU
439,OTU407,2,k__Fungi
440,OTU9463,2,k__Fungi
441,OTU32271,2,k__Fungi; p__Ascomycota
442,OTU438,2,k__Fungi
443,OTU11920,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__Claroideoglomus_sp_SH021559.07FU
444,OTU27360,2,k__Fungi
445,OTU33335,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Crocicreas; s__Crocicreas_sp_SH211849.07FU
446,OTU29066,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae_sedis
447,OTU22834,2,k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified
448,OTU15151,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__Agaricales_sp_SH187289.07FU
449,OTU35281,2,k__Fungi
450,OTU28001,2,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__Tremellomycetes_sp_SH005081.07FU
451,OTU12115,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__Ceratobasidiaceae_sp_SH032248.07FU
452,OTU28338,2,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH180409.07FU
453,OTU6684,2,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycetes_sp_SH190558.07FU
454,OTU30824,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_SH198664.07FU
455,OTU35063,2,k__Fungi
456,OTU33377,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified; s__Capnodiales_sp_SH016853.07FU
457,OTU15129,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_sp_SH485427.07FU
458,OTU11074,2,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH466107.07FU
459,OTU5401,2,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified
460,OTU8325,2,k__Fungi
461,OTU28179,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__unidentified; g__unidentified; s__Onygenales_sp_SH218000.07FU
462,OTU7753,2,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified
463,OTU29625,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
464,OTU29513,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__Dothideomycetes_sp_SH200447.07FU
465,OTU35475,2,k__Fungi
466,OTU4418,2,Unassignable
467,OTU25715,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
468,OTU5793,2,k__Fungi
469,OTU15394,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Bovista; s__Bovista_plumbea_SH175886.07FU
470,OTU25587,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae
471,OTU2540,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH471931.07FU
472,OTU14159,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes
473,OTU34936,2,k__Fungi
474,OTU46,2,k__Fungi
475,OTU30380,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__unidentified; s__Lasiosphaeriaceae_sp_SH201187.07FU
476,OTU10036,2,k__Fungi
477,OTU4104,2,k__Fungi
478,OTU23885,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
479,OTU7281,2,k__Fungi
480,OTU4716,2,k__Fungi
481,OTU28716,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
482,OTU34849,2,k__Fungi
483,OTU22866,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Cunninghamellaceae; g__Absidia; s__Absidia_cylindrospora_SH199695.07FU
484,OTU11880,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae
485,OTU11882,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes
486,OTU7374,2,k__Fungi
487,OTU27142,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Calceomyces; s__Calceomyces_lacunosus_SH014049.07FU
488,OTU27221,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae_sedis; g__Neophaeosphaeria; s__Neophaeosphaeria_sp_SH462467.07FU
489,OTU11785,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes
490,OTU24796,2,k__Fungi
491,OTU7110,2,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Incertae_sedis; g__Operculomyces; s__Operculomyces_laminatus_SH210135.07FU
492,OTU6944,2,k__Fungi
493,OTU4191,2,Unassignable
494,OTU7244,2,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydium; s__Rhizophydium_sp_SH467633.07FU
495,OTU12179,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes
496,OTU35097,2,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH211710.07FU
497,OTU14053,2,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Incertae_sedis; g__Coralloidiomyces; s__Coralloidiomyces_digitatus_SH461375.07FU
498,OTU34176,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__unidentified; s__Venturiaceae_sp_SH195988.07FU
499,OTU12508,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavulinopsis; s__Clavulinopsis_luteoalba_SH208800.07FU
500,OTU10016,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_globulifera_SH185972.07FU
501,OTU15854,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus
502,OTU33288,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Lachnum; s__Lachnum_sp_SH201679.07FU
503,OTU14447,2,k__Fungi
504,OTU15575,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae
505,OTU22090,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__unidentified; g__unidentified
506,OTU29682,2,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Ascomycota_sp_SH195293.07FU
507,OTU27376,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Cosmospora
508,OTU19681,2,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mucorales; f__Cunninghamellaceae; g__Gongronella; s__Gongronella_butleri_SH186911.07FU
509,OTU14873,2,k__Fungi
510,OTU27441,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__unidentified; s__Trichocomaceae_sp_SH207153.07FU
511,OTU11421,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Stephanosporaceae; g__unidentified; s__Stephanosporaceae_sp_SH215973.07FU
512,OTU592,2,k__Fungi
513,OTU11721,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae
514,OTU9857,2,k__Fungi
515,OTU17231,2,k__Fungi; p__Basidiomycota; c__Microbotryomycetes
516,OTU409,2,k__Fungi
517,OTU20201,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__Glomeraceae_sp_SH191191.07FU
518,OTU6216,2,k__Fungi
519,OTU1521,2,Unassignable
520,OTU3325,2,k__Fungi
521,OTU21464,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Niessliaceae; g__Monocillium; s__Monocillium_indicum_SH012417.07FU
522,OTU21254,2,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Microascus; s__Microascus_cirrosus_SH193463.07FU
523,OTU13028,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales
524,OTU10034,2,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH015981.07FU
525,OTU9059,2,k__Fungi
526,OTU2856,2,k__Fungi
527,OTU23630,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae
528,OTU5018,2,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified
529,OTU34554,2,k__Fungi
530,OTU23888,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes
531,OTU28316,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Incertae_sedis; g__Pyrenochaeta
532,OTU22495,2,k__Fungi
533,OTU1623,2,Unassignable
534,OTU21622,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified
535,OTU18748,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__Diversispora
536,OTU26314,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
537,OTU4274,2,Unassignable
538,OTU13268,2,k__Fungi
539,OTU29175,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__Sporormia; s__Sporormia_fimetaria_SH477601.07FU
540,OTU12548,2,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales
541,OTU34227,2,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH473065.07FU
542,OTU34205,2,k__Fungi
543,OTU22298,2,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis
544,OTU19313,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae
545,OTU21204,2,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae
546,OTU15181,2,k__Fungi
547,OTU6908,2,k__Fungi
548,OTU19246,2,k__Protista; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Protista_sp_SH484111.07FU
549,OTU11664,2,k__Fungi
550,OTU7886,2,k__Fungi
551,OTU29587,2,k__Fungi
552,OTU25741,2,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
553,OTU19670,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus; s__Clitopilus_sp_SH190262.07FU
554,OTU23444,2,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__Leotiomycetes_sp_SH211410.07FU
555,OTU33796,2,k__Fungi; p__Ascomycota
556,OTU14248,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Mycena; s__Mycena_albidolilacea_SH220718.07FU
557,OTU24376,2,k__Fungi
