ID,Site,MAT,MAP,LUIlevel,LUIwT,Nit,Mow,Graze,Till,Sand,Silt,Clay,pH,BD,totN,totC,CN,totP,CUE_G,CUE_N,13CO2_G,13CO2_N,13MBC_G,13MBC_N,deltapH,deltaBD,deltaCUE_G,deltaCUE_N,delta13CO2_G,delta13CO2_N,delta13MBC_G,delta13MBC_N,16Spcoa1,16Spcoa2,ITSpcoa1,ITSpcoa2,CUEG:CUEN,qCO2G,growthG,qBiomassC,TOG,CNGrowthR,qCO2N,growthN,qBiomassN,TON
AH/G4,fAberystwyth,8.55,1856.5,Mid,2.23,0,2,0.23,0,49.8,27.01,23.19,5.31,0.82,0.69,7.64,9.46,999.71,,0.36,,0.71,15.24,0.4,-0.16,0.11,,0.17,,0,0.29,0.23,-0.18363791,-0.348409078,-0.185281786,-0.268388638,,,878.17,2.02,17.69,,0.24,16.96,0.04,0.33
AH/G5,fAberystwyth,8.55,1856.5,Mid,2.23,0,2,0.23,0,49.8,27.01,23.19,5.46,0.64,0.69,8.35,10.3,999.71,0.72,,8.53,0.69,21.51,,-0.01,-0.07,0.13,,-2.02,-0.01,6.55,-0.17,-0.225012564,-0.061010573,-0.238687298,-0.152617959,,6.89,830.87,1.91,16.74,,0.23,0.65,0,0.01
HFA1,gKnapwell,10.45,568.1,xHigh,4.92,2.84,0,0,2.08,55.08,16.12,28.8,8.14,1.26,0.36,4.38,10.44,885.67,0.81,0.85,1.87,0.14,8.12,0.78,0.3,0.43,-0.01,0.2,-1.12,-0.41,-5.66,-0.26,0.44345047,-0.124000505,0.395320002,-0.197351093,0.95,0.65,353.71,1.8,15.76,9.89,0.05,35.77,0.19,1.64
HFA2,gKnapwell,10.45,568.1,xHigh,4.92,2.84,0,0,2.08,55.08,16.12,28.8,8.1,1.2,0.26,3.9,13,975.46,0.79,0.83,2.09,0.14,7.87,0.72,0.26,0.36,0.13,0.39,-5.32,-0.52,-6.91,0.19,0.44884345,-0.118172243,0.398432862,-0.204747252,0.95,0.73,348.54,1.77,15.53,11.07,0.05,31.5,0.17,1.45
HFA3,gKnapwell,10.45,568.1,xHigh,4.92,2.84,0,0,2.08,55.08,16.12,28.8,8.08,1.15,0.39,4.15,9.21,972.88,0.73,0.82,2.35,0.16,6.31,0.74,0.23,0.32,0.07,0.38,-5.07,-0.51,-8.47,0.22,0.453035492,-0.106171,0.401277555,-0.193517761,0.89,0.81,260.65,1.33,11.61,8.8,0.06,29.61,0.16,1.36
HFA4,gKnapwell,10.45,568.1,xHigh,4.92,2.84,0,0,2.08,55.08,16.12,28.8,8.02,1.19,0.4,4.2,8.95,946.86,0.83,0.9,1.51,0.09,7.58,0.78,0.18,0.35,0.17,0.46,-5.91,-0.58,-7.2,0.26,0.419061244,-0.144868839,0.048998281,-0.118838571,0.93,0.52,325.06,1.65,14.48,9.63,0.03,33.77,0.18,1.55
HFA5,gKnapwell,10.45,568.1,xHigh,4.92,2.84,0,0,2.08,55.08,16.12,28.8,8.07,1.13,0.36,4.26,10.09,670.37,0.86,0.93,1.24,0.07,7.83,1.05,0.23,0.3,0.2,0.49,-6.17,-0.59,-6.95,0.52,0.466912941,-0.116537953,0.416748262,-0.183607487,0.92,0.43,289.05,1.47,12.88,7.48,0.03,38.62,0.2,1.77
HFG1,gKnapwell,10.45,568.1,Low,1.67,0,0,1.67,0,51.1,17.68,31.22,8.02,0.86,0.6,6.47,9.19,1172.41,0.83,0.73,2.49,0.43,12.58,1.19,0.18,0.02,0.01,0.09,-0.5,-0.11,-1.2,0.16,0.287021644,-0.112904448,0.096751621,-0.13120481,1.14,0.32,612.7,1.26,11.04,11.42,0.06,53.66,0.11,0.99
HFG2,gKnapwell,10.45,568.1,Low,1.67,0,0,1.67,0,51.1,17.68,31.22,7.67,0.82,0.67,7.28,9.37,950.36,0.87,0.7,2.36,0.52,15.76,1.19,-0.17,-0.01,0.21,0.26,-5.05,-0.15,0.98,0.66,0.43554733,-0.074790134,0.291294373,-0.068826195,1.31,0.31,568.81,1.17,10.25,14.31,0.07,39.75,0.08,0.73
HFG3,gKnapwell,10.45,568.1,Low,1.67,0,0,1.67,0,51.1,17.68,31.22,7.45,0.81,0.71,6.97,8.37,1344.25,0.78,0.48,4.18,0.7,14.42,0.66,-0.4,-0.03,0.11,0.04,-3.24,0.03,-0.36,0.13,0.425676938,-0.047424023,-0.048667939,-0.106829491,1.5,0.54,662.93,1.36,11.95,20.29,0.09,32.68,0.07,0.6
HFG4,gKnapwell,10.45,568.1,Low,1.67,0,0,1.67,0,51.1,17.68,31.22,7.99,0.81,0.62,6.67,9.28,1050.05,0.79,0.6,3.69,0.66,13.51,0.98,0.15,-0.03,0.12,0.16,-3.73,-0.01,-1.27,0.46,0.40617474,-0.025146976,0.273127833,-0.017225535,1.24,0.48,527.69,1.09,9.51,11.59,0.09,45.53,0.1,0.84
HFG5,gKnapwell,10.45,568.1,Low,1.67,0,0,1.67,0,51.1,17.68,31.22,8.08,0.88,0.73,7.84,9.26,1076.38,0.85,0.73,2.25,0.43,12.64,1.15,0.23,0.04,0.19,0.29,-5.17,-0.24,-2.14,0.62,0.444565659,-0.114235271,0.283436196,-0.101387189,1.21,0.29,486.74,1,8.77,12,0.06,40.57,0.09,0.75
HFM1,gKnapwell,10.45,568.1,Mid,2,0,2,0,0,54.3,16.58,29.11,8.22,1.19,0.36,4.56,11,1031.26,0.76,0.8,1.96,0.16,6.26,0.66,0.37,0.36,-0.06,0.15,-1.04,-0.38,-7.53,-0.37,0.458214117,-0.12228053,0.379101447,-0.204796532,0.96,0.62,263.47,1.2,10.48,10.1,0.06,26.08,0.12,1.04
HFM2,gKnapwell,10.45,568.1,Mid,2,0,2,0,0,54.3,16.58,29.11,8.25,1.21,0.26,3.45,11.59,953.22,0.81,0.79,1.76,0.16,7.5,0.6,0.41,0.37,0.15,0.35,-5.66,-0.51,-7.28,0.07,0.453310541,-0.095314031,0.373586069,-0.195055393,1,0.56,333.3,1.51,13.26,10.96,0.06,30.4,0.14,1.21
HFM3,gKnapwell,10.45,568.1,Mid,2,0,2,0,0,54.3,16.58,29.11,8.21,1.13,0.33,4.53,11.94,860.91,0.75,0.83,2.44,0.19,7.5,0.94,0.36,0.3,0.09,0.39,-4.98,-0.48,-7.28,0.42,0.45042284,-0.143479863,0.38724873,-0.209721607,0.95,0.78,308.74,1.4,12.28,10.35,0.06,29.83,0.14,1.19
HFM4,gKnapwell,10.45,568.1,Mid,2,0,2,0,0,54.3,16.58,29.11,8.22,1.26,0.31,3.8,10.61,655.02,0.78,0.85,2,0.12,7.25,0.7,0.38,0.43,0.12,0.41,-5.42,-0.54,-7.53,0.18,0.48022001,-0.130547278,0.384615017,-0.218108775,0.9,0.64,253.65,1.15,10.09,9.24,0.04,27.45,0.12,1.09
HFM5,gKnapwell,10.45,568.1,Mid,2,0,2,0,0,54.3,16.58,29.11,8.19,1.16,0.3,4.03,11.35,842.73,0.77,0.73,1.93,0.19,6.37,0.51,0.35,0.33,0.11,0.29,-5.48,-0.47,-8.41,-0.01,0.452916064,-0.093458027,0.366787374,-0.22300998,1,0.62,293.94,1.33,11.69,10.2,0.07,28.82,0.13,1.15
PDA1,hSalisbury,9.95,770.4,xHigh,9.09,2.86,0,0,6.23,50.14,27.81,22.05,8.2,1.12,0.4,9.77,21.06,922.42,0.8,0.72,1.95,0.35,7.93,0.89,0.53,0.41,-0.07,-0.09,-0.03,-0.18,-5.76,-1.36,0.389616159,-0.120867744,0.390762212,-0.164334162,1.12,0.68,302.52,1.21,10.64,8.9,0.16,33.98,0.16,1.44
PDA2,hSalisbury,9.95,770.4,xHigh,9.09,2.86,0,0,6.23,50.14,27.81,22.05,8.27,0.94,0.38,9.93,22.26,922.42,0.86,0.84,1.51,0.21,9.07,1.08,0.61,0.22,-0.01,0.03,-0.47,-0.32,-4.62,-1.17,0.450358863,-0.124548281,0.408634328,-0.173308951,1.02,0.53,384.37,1.54,13.52,8.3,0.1,46.29,0.22,1.96
PDA3,hSalisbury,9.95,770.4,xHigh,9.09,2.86,0,0,6.23,50.14,27.81,22.05,8.36,1.01,0.41,11.73,24.32,922.42,0.87,0.76,1.38,0.26,9.06,0.83,0.69,0.3,0,-0.05,-0.6,-0.27,-4.64,-1.42,0.464137256,-0.122469454,0.409652003,-0.170481578,1.13,0.48,377.16,1.51,13.27,10.91,0.12,34.59,0.17,1.46
PDA4,hSalisbury,9.95,770.4,xHigh,9.09,2.86,0,0,6.23,50.14,27.81,22.05,8.28,1.09,0.4,11.38,24.37,922.42,0.79,0.69,2.08,0.5,7.85,1.1,0.61,0.37,-0.08,-0.12,0.1,-0.03,-5.84,-1.15,0.424675459,-0.14600913,0.37441533,-0.212121749,1.16,0.73,310.78,1.25,10.93,7.34,0.23,42.34,0.2,1.79
PDA5,hSalisbury,9.95,770.4,xHigh,9.09,2.86,0,0,6.23,50.14,27.81,22.05,8.41,0.79,0.37,11.09,25.72,922.42,0.79,0.77,2.05,0.28,7.77,0.94,0.75,0.08,-0.08,-0.04,0.07,-0.24,-5.92,-1.31,0.45579324,-0.118231918,0.40888821,-0.179050696,1.02,0.72,368.66,1.48,12.97,8.12,0.13,45.42,0.22,1.92
PDG1,hSalisbury,9.95,770.4,Low,1.14,0,0,1.14,0,51.34,30.21,18.45,7.77,0.76,0.87,10.7,10.58,1414.92,0.87,0.82,1.86,0.35,12.44,1.56,0.11,0.05,0,0.01,-0.13,-0.18,-1.25,-0.69,0.43459153,-0.144493006,0.258586081,-0.120980763,1.03,0.14,671.29,0.95,8.35,6.84,0.03,98.1,0.16,1.38
PDG2,hSalisbury,9.95,770.4,Low,1.14,0,0,1.14,0,51.34,30.21,18.45,7.79,0.82,1.01,13.71,11.59,1414.92,0.92,0.82,1.37,0.54,16.63,2.5,0.13,0.11,0.06,0.01,-0.61,0.01,2.94,0.25,0.396443677,-0.131269223,0.195841928,-0.13848325,1.16,0.11,597.34,0.85,7.43,7.19,0.05,83.06,0.13,1.16
PDG3,hSalisbury,9.95,770.4,Low,1.14,0,0,1.14,0,51.34,30.21,18.45,7.72,0.63,1,14.97,12.85,1414.92,0.85,0.8,2.39,0.61,13.49,2.46,0.05,-0.09,-0.02,-0.01,0.41,0.09,-0.2,0.21,0.419622835,-0.121183685,0.295368834,-0.125282178,1.06,0.19,594.75,0.84,7.4,5.61,0.05,106.05,0.17,1.49
PDG4,hSalisbury,9.95,770.4,Low,1.14,0,0,1.14,0,51.34,30.21,18.45,7.61,0.69,1.05,12.46,10.14,1414.92,0.81,0.81,2.17,0.55,9.36,2.35,-0.05,-0.03,-0.06,0,0.19,0.03,-4.33,0.1,0.451718693,-0.121231969,0.303317085,-0.134476586,1,0.17,407.01,0.58,5.06,4.03,0.05,100.95,0.16,1.41
PDG5,hSalisbury,9.95,770.4,Low,1.14,0,0,1.14,0,51.34,30.21,18.45,7.44,0.68,1.08,14.21,11.32,1414.92,0.89,0.8,2.13,0.58,16.54,2.38,-0.23,-0.04,0.02,-0.01,0.14,0.05,2.85,0.13,0.443367273,-0.12906844,0.318275827,-0.130242993,1.13,0.16,595.76,0.85,7.41,7.38,0.05,80.69,0.13,1.13
PDM1,hSalisbury,9.95,770.4,Mid,2.08,0.8,0,1.28,0,47.9,33.68,18.42,8.1,1.03,0.77,9.75,10.85,,0.82,0.75,2.72,0.56,12.49,1.69,0.43,0.31,0.02,-0.06,0.73,0.04,-1.2,-0.56,,,,,1.1,0.26,459.14,0.81,7.12,7.36,0.06,62.37,0.11,1
PDM2,hSalisbury,9.95,770.4,Mid,2.08,0.8,0,1.28,0,47.9,33.68,18.42,8.08,0.93,0.7,11.02,13.58,,0.84,0.79,2.42,0.71,12.89,2.67,0.42,0.21,0.04,-0.02,0.44,0.18,-0.8,0.42,,,,,1.06,0.23,577.25,1.02,8.95,4.77,0.07,120.98,0.22,1.94
PDM3,hSalisbury,9.95,770.4,Mid,2.08,0.8,0,1.28,0,47.9,33.68,18.42,8.23,0.87,0.76,11.5,12.98,,0.81,0.66,2.73,0.7,11.54,1.37,0.56,0.16,0,-0.15,0.75,0.17,-2.15,-0.88,,,,,1.19,0.26,489.3,0.87,7.58,7.84,0.07,62.38,0.11,1
PDM4,hSalisbury,9.95,770.4,Mid,2.08,0.8,0,1.28,0,47.9,33.68,18.42,8.09,0.94,0.73,9.97,11.64,,0.8,0.74,2.46,0.56,9.97,1.55,0.42,0.22,0,-0.07,0.48,0.03,-3.73,-0.7,,,,,1.14,0.24,409.03,0.72,6.34,7.42,0.06,55.16,0.1,0.89
PDM5,hSalisbury,9.95,770.4,Mid,2.08,0.8,0,1.28,0,47.9,33.68,18.42,8.2,0.99,,,,,0.81,0.73,2.57,0.6,10.73,1.64,0.53,0.27,0,-0.08,0.59,0.07,-2.96,-0.61,,,,,1.09,0.25,476.49,0.84,7.38,6.34,0.06,75.21,0.14,1.21
NWA1,iOkehampton,10.05,1053.3,xHigh,11.31,2.37,1.2,3.59,4.15,49.09,22.88,28.03,6.37,0.94,0.38,3.8,8.51,261.78,0.69,0.42,5.78,0.71,13.15,0.52,0.38,0.31,0.04,-0.09,-0.63,0.25,0.42,0.13,-0.025226017,0.159928674,0.091695692,0.243824644,1.49,1.02,485.68,1.49,13.04,20.17,0.12,24.08,0.07,0.62
NWA2,iOkehampton,10.05,1053.3,xHigh,11.31,2.37,1.2,3.59,4.15,49.09,22.88,28.03,6.2,1.03,0.37,3.42,7.84,1255.68,0.67,0.08,4.43,0.49,8.86,0.04,0.21,0.41,0.01,-0.43,-1.97,0.03,-3.86,-0.35,0.011664241,0.216943992,0.090052775,0.265643332,,0.78,478.7,1.47,12.85,,0.08,,,
NWA3,iOkehampton,10.05,1053.3,xHigh,11.31,2.37,1.2,3.59,4.15,49.09,22.88,28.03,6.12,1.01,0.41,3.44,7.24,1286.66,0.74,0.61,4.74,0.31,13.61,0.48,0.13,0.38,0.08,0.1,-1.67,-0.16,0.88,0.09,-0.009422649,0.210174373,0.073309553,0.278656192,1.22,0.84,558.76,1.71,15,28.45,0.05,19.64,0.06,0.5
NWA4,iOkehampton,10.05,1053.3,xHigh,11.31,2.37,1.2,3.59,4.15,49.09,22.88,28.03,6.19,0.97,0.43,3.7,7.29,247.09,0.68,0.6,4.37,0.33,9.33,0.5,0.2,0.35,0.02,0.09,-2.04,-0.13,-3.4,0.11,-0.022584097,0.147173501,0.075410261,0.269313043,1.39,0.77,544.79,1.67,14.63,33.49,0.06,16.27,0.05,0.42
NWA5,iOkehampton,10.05,1053.3,xHigh,11.31,2.37,1.2,3.59,4.15,49.09,22.88,28.03,6.06,0.95,0.47,4.26,7.69,260.96,0.75,0.53,5.8,0.45,17.27,0.51,0.07,0.33,0.09,0.02,-0.61,-0.01,4.55,0.12,0.001408752,0.223173938,0.100240048,0.292703224,1.36,1.03,524.26,1.61,14.08,27.29,0.08,19.21,0.06,0.49
NWG1,iOkehampton,10.05,1053.3,Low,2.25,0,0.6,1.65,0,57.9,18.2,23.89,5.95,0.53,0.58,6.61,9.71,1277.04,0.7,0.44,6.71,0.62,16.01,0.49,-0.04,-0.1,0.05,-0.07,0.31,0.15,3.28,0.1,-0.172301826,0.103719012,-0.070519119,0.156420098,1.5,0.86,520.01,1.08,9.43,26.29,0.08,19.78,0.04,0.35
NWG2,iOkehampton,10.05,1053.3,Low,2.25,0,0.6,1.65,0,57.9,18.2,23.89,5.94,0.54,0.66,6.5,8.39,924.6,0.68,0.11,7.08,0.53,15.4,0.07,-0.04,-0.09,0.03,-0.4,0.68,0.07,2.67,-0.32,-0.179872735,0.080698362,-0.148205884,-0.00033706,2.08,0.91,579.5,1.2,10.51,55.65,0.07,10.41,0.02,0.18
NWG3,iOkehampton,10.05,1053.3,Low,2.25,0,0.6,1.65,0,57.9,18.2,23.89,5.83,0.76,0.59,6.07,8.83,562.3,0.66,0.47,6.88,0.33,13.56,0.3,-0.15,0.13,0.01,-0.04,0.48,-0.13,0.83,-0.09,-0.223988866,0.025455205,-0.165062763,0.040231111,1.39,0.89,644.2,1.33,11.68,46.77,0.04,13.77,0.03,0.24
NWG4,iOkehampton,10.05,1053.3,Low,2.25,0,0.6,1.65,0,57.9,18.2,23.89,6.17,0.69,0.41,4.12,8.57,924.65,0.58,0.93,5.55,0.38,7.7,,0.19,0.06,-0.08,0.42,-0.85,-0.08,-5.02,,-0.245254331,-0.034471379,-0.17720944,-0.029389608,,0.71,446.43,0.92,8.1,,0.05,,,
NWG5,iOkehampton,10.05,1053.3,Low,2.25,0,0.6,1.65,0,57.9,18.2,23.89,6.03,0.62,0.63,6.45,8.74,703.08,0.65,0.6,5.79,0.45,10.97,0.69,0.04,-0.01,0,0.09,-0.61,-0.01,-1.76,0.3,-0.178986041,0.081456235,-0.103793808,0.07201585,1.27,0.75,450.66,0.93,8.17,22.56,0.06,19.98,0.04,0.35
NWM1,iOkehampton,10.05,1053.3,Mid,7.68,2.81,2,2.87,0,48.96,25.1,25.94,5.96,0.66,0.5,5.31,9.09,389.14,0.72,0.28,5.27,0.65,13.64,0.25,-0.03,0.03,0.06,-0.23,-1.13,0.18,0.91,-0.13,0.024457228,0.218847449,0.115212179,0.267566375,,0.72,420.59,1.01,8.84,,0.08,,,
NWM2,iOkehampton,10.05,1053.3,Mid,7.68,2.81,2,2.87,0,48.96,25.1,25.94,6.03,0.77,0.53,5.29,8.52,298.2,0.72,0.47,5.41,0.32,13.96,0.28,0.05,0.14,0.06,-0.05,-1,-0.15,1.24,-0.11,-0.144640924,0.146737072,0.113870366,-0.109890257,1.45,0.73,453.27,1.09,9.53,40.18,0.04,11.28,0.03,0.23
NWM3,iOkehampton,10.05,1053.3,Mid,7.68,2.81,2,2.87,0,48.96,25.1,25.94,5.97,0.83,0.45,4.38,8.26,247.73,0.71,0.47,5.76,0.36,14.22,0.32,-0.02,0.2,0.05,-0.04,-0.64,-0.11,1.49,-0.06,-0.032829496,0.163812032,0.042543645,0.234800359,1.44,0.78,721.89,1.73,15.18,44.35,0.05,16.28,0.04,0.33
NWM4,iOkehampton,10.05,1053.3,Mid,7.68,2.81,2,2.87,0,48.96,25.1,25.94,6.03,0.84,0.45,4.63,8.79,1312.08,0.55,0.54,5.37,0.52,6.47,0.61,0.05,0.22,-0.11,0.03,-1.03,0.06,-6.25,0.22,-0.136171144,0.125669046,0.110845532,-0.125535671,0.92,0.73,426.06,1.02,8.96,7.93,0.07,53.73,0.12,1.09
NWM5,iOkehampton,10.05,1053.3,Mid,7.68,2.81,2,2.87,0,48.96,25.1,25.94,5.96,0.87,0.45,4.42,8.47,1255.27,0.75,0.51,5.11,0.65,15.36,0.67,-0.02,0.24,0.09,0,-1.3,0.18,2.64,0.28,-0.012168038,0.207252506,0.071138639,0.208800014,1.45,0.69,702.21,1.69,14.76,23.36,0.08,30.07,0.07,0.61